NAME;RECORD;NICKNAME;HEIGHT;WEIGHT;REACH;STANCE;DOB;SLpM;Str Acc;SApM;Str Def;TD Avg;TD Acc;TD Def;Sub Avg
Justin DeMoney;15-7-1;;--;170 lbs.;--;;Jul 01, 1985;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Vanessa Demopoulos;11-8-0;Lil Monster;"5' 2""";125 lbs.;"59""";Orthodox;Sep 22, 1988;3.37;39 %;5.39;41 %;0.32;9 %;26 %;0.4
Chris Dempsey;11-5-0;;"5' 10""";185 lbs.;"72""";Orthodox;Sep 08, 1987;2.25;32 %;2.82;65 %;2.64;23 %;16 %;0.0
Nick Denis;11-3-0;The Ninja of Love;"5' 7""";135 lbs.;--;Orthodox;Oct 11, 1983;6.54;53 %;5.42;36 %;2.8;100 %;80 %;0.0
Thomas Denny;27-21-1;The Wildman;"5' 10""";170 lbs.;--;Orthodox;Apr 19, 1971;2.36;45 %;4.69;40 %;1.48;17 %;42 %;1.5
Robert Densley;9-10-0;The Wrecker;"5' 9""";155 lbs.;--;;--;1.81;47 %;0.4;60 %;0.0;0 %;50 %;0.0
Jason Dent;22-13-0;Dynamite;"5' 10""";155 lbs.;"71""";Orthodox;Jun 12, 1980;2.01;39 %;3.7;62 %;0.0;0 %;26 %;1.4
Mackenzie Dern;15-5-0;;"5' 4""";115 lbs.;"63""";Orthodox;Mar 24, 1993;3.31;40 %;3.9;52 %;0.89;17 %;25 %;1.2
Booker DeRousse;6-5-0;;"6' 2""";205 lbs.;--;;Mar 23, 1981;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Tony DeSouza;11-4-0;;"6' 0""";170 lbs.;"70""";Southpaw;Jul 26, 1974;1.12;52 %;1.57;41 %;2.25;42 %;40 %;1.5
Robelis Despaigne;5-2-0;The Big Boy;"6' 7""";265 lbs.;"84""";Orthodox;Sep 09, 1988;2.11;59 %;2.54;46 %;0.0;0 %;50 %;0.0
Cory Devela;16-7-0;The One;"5' 0""";185 lbs.;--;Orthodox;Aug 05, 1984;4.07;41 %;4.0;47 %;1.07;12 %;62 %;0.0
John Devine;6-4-0;;--;--;--;;Jan 17, 1978;1.52;18 %;2.28;57 %;0.0;0 %;0 %;0.0
Edwin DeWees;38-17-0 (1 NC);Babyface;"6' 1""";185 lbs.;--;Orthodox;Aug 07, 1982;1.53;33 %;6.19;39 %;2.18;66 %;0 %;3.3
Alessio Di Chirico;13-7-0;Manzo;"6' 0""";185 lbs.;"74""";Orthodox;Dec 12, 1989;3.32;39 %;3.44;61 %;1.46;39 %;83 %;0.0
Micol Di Segni;7-3-0;;"5' 3""";115 lbs.;"60""";Orthodox;Dec 29, 1987;7.47;40 %;5.87;33 %;0.0;0 %;37 %;0.0
Cyrille Diabate;19-10-1;The Snake;"6' 6""";205 lbs.;"81""";Southpaw;Oct 06, 1973;4.06;71 %;1.78;60 %;1.17;83 %;53 %;0.2
Thomas Diagne;6-6-1;;"6' 1""";154 lbs.;--;;Sep 03, 1983;4.53;48 %;4.53;63 %;2.0;100 %;66 %;0.0
Marc Diakiese;17-7-0;Bonecrusher;"5' 10""";155 lbs.;"73""";Orthodox;Mar 16, 1993;2.54;40 %;2.64;52 %;3.29;43 %;66 %;0.0
Tyler Diamond;9-1-0;;"5' 7""";145 lbs.;"69""";Orthodox;Mar 18, 1991;3.4;47 %;2.53;44 %;3.0;75 %;70 %;0.0
Blood Diamond;3-3-0;;"5' 11""";170 lbs.;"76""";Switch;Jul 10, 1988;3.12;55 %;2.17;48 %;0.0;0 %;73 %;0.0
Eldo Xavier Dias;0-1-0;;"5' 11""";180 lbs.;--;;Jul 16, 1964;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Rafael Dias;17-12-2;;"5' 9""";145 lbs.;--;Orthodox;Oct 20, 1979;1.13;27 %;2.19;60 %;3.17;47 %;100 %;1.2
Hacran Dias;23-6-1;Barnabe;"5' 8""";155 lbs.;"69""";Orthodox;Jun 16, 1984;2.08;41 %;3.31;55 %;2.5;39 %;76 %;0.5
Victor Dias;11-3-0;Crazy Horse;"5' 6""";125 lbs.;"69""";Orthodox;Dec 26, 1990;2.87;44 %;5.8;55 %;5.0;41 %;0 %;0.0
Luis Felipe Dias;17-5-0;;"5' 10""";185 lbs.;"74""";;Jan 17, 1995;1.77;38 %;2.7;52 %;6.24;57 %;66 %;1.6
Magno Dias;6-2-0;The Violence;"5' 5""";135 lbs.;"67""";;Nov 30, 1995;2.44;45 %;7.32;50 %;1.41;33 %;0 %;1.4
Nick Diaz;26-10-0 (2 NC);;"6' 1""";170 lbs.;"76""";Southpaw;Aug 02, 1983;5.71;42 %;3.84;59 %;1.28;32 %;60 %;1.0
Nate Diaz;22-13-0;;"6' 0""";170 lbs.;"76""";Southpaw;Apr 16, 1985;4.57;45 %;3.77;52 %;1.05;30 %;41 %;1.3
Michael Diaz;1-2-0;;--;260 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Ryan Diaz;13-14-0;;--;145 lbs.;--;;Feb 06, 1979;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Adrian Diaz;11-4-1;;"5' 10""";145 lbs.;--;Southpaw;Apr 26, 1988;0.48;42 %;3.84;51 %;2.4;50 %;0 %;0.0
Ozzy Diaz;10-3-0;;"6' 4""";185 lbs.;"79""";Orthodox;Nov 22, 1990;6.44;50 %;7.23;59 %;0.0;0 %;50 %;0.0
Juan Diaz;15-1-1;Pegajoso;"5' 8""";135 lbs.;"69""";Orthodox;Jun 03, 1998;5.82;39 %;5.02;60 %;3.01;33 %;0 %;0.0
Mark Dickman;11-3-0;Tricky;"5' 9""";145 lbs.;--;;Jul 19, 1984;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Josh Diekmann;15-8-0 (1 NC);The Freight Train;"5' 4""";246 lbs.;--;;Oct 09, 1976;0.28;5 %;8.17;25 %;0.0;0 %;0 %;0.0
Kyle Dietz;5-2-0;;"5' 8""";135 lbs.;--;Orthodox;Apr 29, 1986;1.82;45 %;2.08;62 %;0.0;0 %;0 %;0.0
Seth Dikun;9-8-0;;"5' 10""";135 lbs.;"69""";Orthodox;Aug 05, 1980;1.45;26 %;2.18;55 %;0.0;0 %;45 %;0.9
TJ Dillashaw;18-5-0;;"5' 6""";135 lbs.;"67""";Orthodox;Feb 07, 1986;5.09;41 %;3.47;62 %;1.56;30 %;77 %;0.8
Ralph Dillon;0-2-1;Rage;"6' 2""";205 lbs.;--;Orthodox;--;0.34;14 %;0.69;60 %;0.0;0 %;0 %;0.0
Drew Dimanlig;3-4-0;;--;185 lbs.;--;;--;3.7;73 %;3.17;20 %;0.0;0 %;0 %;0.0
Ding Meng;34-9-0;The Assassin;"6' 2""";170 lbs.;"73""";Orthodox;Sep 27, 1994;3.4;50 %;3.87;48 %;1.0;50 %;0 %;0.0
Rodolfo Marques Diniz;23-9-1;;"5' 6""";135 lbs.;--;;Jan 23, 1984;1.08;32 %;2.36;33 %;0.0;0 %;50 %;1.8
Jhonata Diniz;9-2-0;;"6' 4""";254 lbs.;"79""";Orthodox;Jun 23, 1991;3.89;56 %;3.62;56 %;0.0;0 %;70 %;0.0
Helio Dipp;6-3-0;;"6' 5""";185 lbs.;--;Orthodox;Dec 12, 1979;0.6;25 %;1.8;62 %;0.0;0 %;50 %;0.0
Rico DiSciullo;9-2-0 (1 NC);;"5' 8""";135 lbs.;--;Orthodox;Oct 12, 1986;1.71;33 %;4.41;56 %;0.0;0 %;0 %;0.0
Matt Dixon;9-1-0;Magic;"5' 10""";170 lbs.;"75""";Switch;Oct 09, 1995;1.97;43 %;4.56;37 %;3.06;30 %;0 %;0.0
John Dixson;15-22-0;Big John;"6' 0""";275 lbs.;--;Orthodox;Oct 15, 1961;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Anthony Do;4-2-0;;"5' 4""";125 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Russell Doane;15-8-0;;"5' 7""";135 lbs.;"70""";Orthodox;Aug 13, 1986;1.75;40 %;1.68;53 %;2.11;45 %;52 %;0.8
Drew Dober;28-15-0 (1 NC);;"5' 8""";155 lbs.;"70""";Southpaw;Oct 19, 1988;4.52;41 %;4.34;52 %;0.63;16 %;58 %;0.1
Shana Dobson;4-5-0;Danger;"5' 6""";125 lbs.;"69""";Orthodox;Mar 30, 1989;3.34;37 %;5.2;50 %;0.84;50 %;14 %;0.0
AJ Dobson;7-3-0 (1 NC);;"6' 1""";185 lbs.;"76""";Orthodox;Jan 18, 1992;4.29;46 %;5.31;46 %;1.67;75 %;65 %;0.3
David Dodd;4-7-0;;"6' 2""";200 lbs.;--;Orthodox;Sep 22, 1973;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
John Dodson;22-12-0;The Magician;"5' 3""";135 lbs.;"66""";Orthodox;Sep 26, 1984;3.2;40 %;3.58;61 %;0.71;28 %;82 %;0.0
Joe Doerksen;51-16-0;El Dirte;"6' 0""";185 lbs.;"75""";Orthodox;Oct 09, 1977;1.43;42 %;2.79;50 %;2.02;33 %;33 %;2.3
Mike Dolce;5-10-0;Skull Cracker;"5' 11""";185 lbs.;--;;Apr 15, 1976;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Roman Dolidze;15-4-0;;"6' 2""";185 lbs.;"76""";Orthodox;Jul 15, 1988;3.41;41 %;3.72;48 %;0.99;39 %;26 %;0.8
Cameron Dollar;11-5-0;;"5' 11""";155 lbs.;--;Orthodox;May 12, 1987;5.04;38 %;2.94;61 %;0.0;0 %;0 %;0.0
CB Dollaway;17-9-0;The Doberman;"6' 2""";185 lbs.;"76""";Orthodox;Aug 10, 1983;2.65;47 %;2.58;54 %;3.55;54 %;62 %;1.2
Dennis Dombrow;7-5-0 (1 NC);;--;145 lbs.;--;;Mar 17, 1986;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
OJ Dominguez;0-1-0;;--;--;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
John Donaldson;2-2-0;J.T.;"5' 8""";145 lbs.;--;;Jul 09, 1992;1.21;23 %;4.22;51 %;0.0;0 %;0 %;0.0
Daniil Donchenko;13-2-0;;"5' 11""";170 lbs.;"71""";Orthodox;Aug 04, 2001;8.76;57 %;2.25;72 %;3.37;33 %;75 %;0.0
Dong Huaxiang;12-3-0;;"5' 3""";115 lbs.;"61""";Switch;Aug 21, 1998;3.5;59 %;3.13;65 %;4.0;44 %;100 %;0.0
Cody Donovan;8-5-0;Donnybrook;"6' 3""";205 lbs.;"74""";Orthodox;Feb 20, 1981;5.61;59 %;5.44;45 %;1.67;28 %;0 %;1.7
Houston Dorr;1-2-0;;"6' 1""";210 lbs.;--;Orthodox;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Rafael Dos Anjos;32-17-0;;"5' 8""";170 lbs.;"70""";Southpaw;Oct 26, 1984;3.48;47 %;3.23;60 %;1.95;35 %;54 %;0.6
Junior Dos Santos;21-9-0;Cigano;"6' 4""";238 lbs.;"77""";Orthodox;Jan 30, 1984;4.49;47 %;3.33;56 %;0.3;50 %;81 %;0.1
Geronimo dos Santos;39-19-0;Mondragon;"6' 3""";264 lbs.;--;Orthodox;Aug 17, 1980;1.09;33 %;8.73;41 %;0.0;0 %;33 %;0.0
Antonio Dos Santos;6-4-0;Junior Alpha;"5' 10""";185 lbs.;--;Orthodox;Jul 21, 1988;5.4;51 %;3.94;43 %;0.0;0 %;100 %;0.0
Anderson Dos Santos;21-9-0;Berinja;"5' 5""";135 lbs.;"70""";Orthodox;Jul 24, 1985;2.7;25 %;5.37;49 %;0.98;14 %;66 %;0.7
Acacio Dos Santos;14-5-0;Pequeno;"6' 4""";205 lbs.;"79""";Orthodox;Sep 29, 1991;1.27;41 %;1.4;43 %;0.0;0 %;31 %;0.0
Rayanne dos Santos;14-9-0;;"5' 2""";115 lbs.;"62""";Orthodox;Jun 08, 1995;4.57;40 %;6.47;59 %;0.5;14 %;80 %;0.0
Felipe dos Santos;8-3-0 (1 NC);Lipe Detona;"5' 7""";125 lbs.;"70""";Orthodox;Sep 11, 2000;3.75;39 %;3.8;41 %;0.0;0 %;20 %;0.5
Tiago dos Santos e Silva;20-7-2 (1 NC);Trator;"5' 9""";145 lbs.;"70""";Orthodox;Apr 12, 1987;3.69;35 %;4.23;59 %;0.63;11 %;33 %;0.3
Oleksandr Doskalchuk;10-2-0;;"5' 6""";125 lbs.;--;Southpaw;Mar 13, 1990;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
David Douglas;9-7-0;Tarzan;"5' 11""";155 lbs.;--;;Aug 16, 1981;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Damion Douglas;4-1-0;;--;170 lbs.;--;;Aug 16, 1982;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Lerryan Douglas;13-5-0;Gunslinger;"5' 9""";145 lbs.;"72""";Orthodox;Apr 27, 1995;11.67;87 %;5.0;66 %;0.0;0 %;0 %;0.0
Cedric Doumbe;2-0-0;;"5' 10""";170 lbs.;--;;Aug 13, 1992;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
John Dowdy;0-1-0;;--;--;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Jordan Dowdy;4-3-0;;--;170 lbs.;--;;--;2.11;44 %;2.63;50 %;0.0;0 %;0 %;0.0
Danny Downes;8-3-0;;"6' 0""";155 lbs.;"72""";Orthodox;Apr 08, 1986;1.66;34 %;3.53;37 %;0.0;0 %;37 %;0.5
Derek Downey;11-4-0;;"6' 1""";185 lbs.;--;Orthodox;Apr 27, 1980;0.32;100 %;3.36;12 %;2.4;16 %;0 %;0.0
John Doyle;11-22-0 (1 NC);The Iron Bull;"5' 11""";205 lbs.;--;Orthodox;Nov 21, 1976;3.5;44 %;10.51;27 %;0.0;0 %;0 %;0.0
Edson Drago;11-7-0;;"6' 4""";220 lbs.;--;Orthodox;Aug 29, 1977;1.16;40 %;2.39;36 %;0.0;0 %;55 %;0.0
Jimmy Drago;7-3-0 (1 NC);;"5' 10""";170 lbs.;"71""";Orthodox;Feb 18, 1995;3.8;29 %;5.6;65 %;1.0;50 %;0 %;0.0
Anthony Drilich;8-2-0;;"5' 5""";125 lbs.;"65""";Southpaw;Mar 17, 1994;5.8;31 %;5.07;40 %;0.0;0 %;55 %;0.0
Kyle Driscoll;12-3-0;KD;"5' 11""";145 lbs.;"74""";Orthodox;Sep 23, 1994;2.73;32 %;2.6;58 %;2.0;18 %;0 %;0.0
Chris Drumm;0-1-0 (1 NC);;"5' 8""";145 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Tomasz Drwal;21-5-1;Gorilla;"6' 1""";205 lbs.;"76""";Orthodox;Jan 22, 1982;3.29;38 %;2.26;57 %;3.55;60 %;82 %;0.4
Robert Drysdale;7-0-0 (1 NC);;"6' 3""";205 lbs.;--;Orthodox;Oct 05, 1981;0.0;0 %;0.0;0 %;7.32;100 %;0 %;21.9
Dricus Du Plessis;23-3-0;Stillknocks;"6' 1""";185 lbs.;"76""";Switch;Jan 14, 1994;5.18;48 %;4.33;52 %;2.22;51 %;34 %;0.7
Hugo Duarte;6-3-0;;"6' 0""";240 lbs.;--;Orthodox;Aug 09, 1968;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Antonio Duarte;19-7-0;Tigre;"5' 7""";135 lbs.;--;;Mar 10, 1987;4.55;40 %;4.18;57 %;0.0;0 %;60 %;0.0
Joe Duarte;10-4-0;;--;155 lbs.;--;;Jan 25, 1977;2.27;38 %;4.0;53 %;3.0;50 %;69 %;1.0
Yuneisy Duben;6-1-0 (1 NC);;"5' 4""";125 lbs.;"65""";Orthodox;Jul 08, 1996;13.53;48 %;10.75;53 %;0.0;0 %;0 %;0.0
Matthieu Duclos;6-3-0;;"6' 3""";185 lbs.;"77""";Orthodox;Apr 04, 1995;3.93;37 %;6.81;46 %;0.0;0 %;100 %;0.0
Emily Ducote;13-9-0;Gordinha;"5' 2""";115 lbs.;"63""";Orthodox;Jan 01, 1994;7.45;52 %;7.84;57 %;0.2;14 %;94 %;0.0
Viktoriia Dudakova;8-2-0;;"5' 5""";115 lbs.;"67""";Orthodox;Jan 26, 1999;2.87;47 %;3.4;50 %;2.73;35 %;33 %;0.0
Milana Dudieva;11-6-0;;"5' 3""";135 lbs.;--;Orthodox;Aug 04, 1989;0.87;31 %;3.43;58 %;2.34;45 %;0 %;0.0
Adin Duenas;6-1-0;;"5' 6""";145 lbs.;--;;Jul 02, 1988;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Todd Duffee;9-3-0 (1 NC);;"6' 3""";260 lbs.;"78""";Orthodox;Dec 06, 1985;5.93;37 %;2.87;56 %;0.72;25 %;90 %;0.0
Joe Duffy;16-5-0;Irish;"5' 10""";155 lbs.;"73""";Orthodox;Feb 18, 1988;2.68;34 %;3.78;54 %;0.96;66 %;64 %;0.7
Jack Duffy;7-1-0;The Fury;"5' 7""";125 lbs.;"69""";Switch;Oct 02, 1995;5.07;69 %;2.13;52 %;0.0;0 %;62 %;0.0
Alexis Dufresne;6-3-0;Sneaky Zebra;"5' 9""";135 lbs.;--;Orthodox;Aug 31, 1990;1.33;27 %;3.33;60 %;1.5;50 %;50 %;0.0
Jessamyn Duke;3-5-0 (1 NC);The Gun;"5' 11""";135 lbs.;"73""";Orthodox;Jun 24, 1986;4.83;53 %;4.43;57 %;1.27;36 %;50 %;1.9
Islam Dulatov;12-1-0;The Ripper;"6' 3""";170 lbs.;"75""";Orthodox;Aug 02, 1998;8.78;54 %;4.24;50 %;2.2;100 %;100 %;0.0
Isaac Dulgarian;7-1-0;The Midwest Choppa;"5' 7""";145 lbs.;"71""";Orthodox;Jul 04, 1996;3.37;64 %;1.82;41 %;5.15;52 %;0 %;2.1
Kelly Dullanty;4-2-0;Psycho;"5' 8""";155 lbs.;--;Orthodox;Nov 04, 1977;0.0;0 %;0.67;75 %;0.0;0 %;66 %;0.0
Sedriques Dumas;10-3-0 (1 NC);The Reaper;"6' 2""";185 lbs.;"79""";Orthodox;Aug 06, 1995;2.12;44 %;2.5;56 %;1.23;35 %;40 %;0.2
Norma Dumont;12-2-0;The Immortal;"5' 7""";135 lbs.;"67""";Orthodox;Oct 01, 1990;3.86;50 %;2.16;65 %;1.72;56 %;72 %;0.0
Chris Duncan;14-2-0;The Problem;"5' 10""";155 lbs.;"71""";Orthodox;May 10, 1993;4.64;44 %;4.53;51 %;3.17;42 %;50 %;0.5
Christian Leroy Duncan;12-2-0;CLD;"6' 2""";185 lbs.;"79""";Switch;Jul 24, 1995;4.83;59 %;2.94;51 %;0.22;11 %;71 %;0.0
Evan Dunham;18-9-1;;"5' 10""";155 lbs.;"70""";Southpaw;Dec 18, 1981;5.33;39 %;3.54;61 %;1.82;33 %;79 %;1.0
Alex Dunworth;2-2-0 (1 NC);;"5' 8""";155 lbs.;--;;--;1.94;31 %;8.71;35 %;0.0;0 %;50 %;0.0
Tom Duquesnoy;16-2-0 (1 NC);Fire Kid;"5' 7""";135 lbs.;"68""";Orthodox;Jun 21, 1993;3.83;45 %;5.3;62 %;0.42;25 %;46 %;0.0
Albert Duraev;16-5-0;;"5' 11""";185 lbs.;"75""";Orthodox;Jan 05, 1989;2.99;40 %;3.01;59 %;1.97;29 %;66 %;0.6
Reuben Duran;11-7-1;;"5' 7""";135 lbs.;"71""";Orthodox;Jul 02, 1983;3.19;49 %;2.61;50 %;0.98;23 %;25 %;0.7
Cody Durden;17-8-1;Custom Made;"5' 7""";125 lbs.;"67""";Southpaw;Mar 29, 1991;3.44;44 %;4.35;50 %;4.13;47 %;73 %;0.7
Luiz Dutra;13-6-1;Besouro;"5' 11""";170 lbs.;--;Orthodox;May 06, 1982;3.92;50 %;4.8;41 %;0.0;0 %;100 %;0.0
Rilley Dutro;11-4-0;;"5' 8""";125 lbs.;--;Orthodox;Sep 03, 1987;4.74;54 %;5.95;33 %;0.0;0 %;83 %;0.0
Bill Duvall;1-2-0;;"6' 2""";185 lbs.;--;Southpaw;--;0.0;0 %;2.4;40 %;0.0;0 %;0 %;0.0
Merab Dvalishvili;21-4-0;The Machine;"5' 6""";135 lbs.;"68""";Orthodox;Jan 10, 1991;4.33;42 %;2.55;56 %;6.4;37 %;82 %;0.3
David Dvorak;20-6-0;Undertaker;"5' 5""";125 lbs.;"68""";Orthodox;Jun 05, 1992;3.48;43 %;3.29;59 %;0.58;30 %;70 %;0.2
Matt Dwyer;9-4-0;;"6' 4""";170 lbs.;"76""";Orthodox;Dec 17, 1989;2.57;34 %;3.24;54 %;0.44;10 %;60 %;0.0
Rolando Dy;9-7-1 (1 NC);Dy Incredible;"5' 8""";145 lbs.;"69""";Orthodox;Aug 11, 1990;3.04;37 %;4.47;52 %;0.3;20 %;68 %;0.0
Shanelle Dyer;6-1-0;The Nightmare;"5' 6""";115 lbs.;"65""";Orthodox;Apr 23, 2001;7.67;41 %;7.8;44 %;0.0;0 %;0 %;0.0
Ben Earwood;12-3-0;;"5' 8""";170 lbs.;--;Orthodox;--;0.5;55 %;0.2;33 %;3.0;100 %;0 %;0.0
Cody East;12-3-0;The Freight Train;"6' 3""";245 lbs.;--;Orthodox;Jun 29, 1988;4.15;43 %;7.32;40 %;3.97;100 %;16 %;0.0
Marvin Eastman;18-15-1;The Beastman;"5' 9""";185 lbs.;"73""";Orthodox;Jun 08, 1971;2.21;35 %;3.92;42 %;1.38;33 %;81 %;0.0
Mike Easton;13-6-0;The Hulk;"5' 6""";135 lbs.;"70""";Southpaw;Jan 25, 1984;3.51;37 %;4.28;61 %;0.75;22 %;66 %;0.0
Maurice Eazel;7-15-0;;"5' 7""";135 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Vincent Eazelle;9-2-0;The Real Deal;"5' 11""";155 lbs.;--;;Dec 07, 1980;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Ross Ebanez;20-10-0 (3 NC);The Boss;"5' 9""";154 lbs.;--;Southpaw;May 18, 1975;0.74;50 %;0.74;62 %;3.7;100 %;0 %;0.0
Brian Ebersole;51-18-1 (1 NC);Bad Boy;"6' 0""";170 lbs.;"73""";Southpaw;Nov 27, 1980;2.32;49 %;2.14;56 %;1.7;23 %;61 %;0.1
Roybert Echeverria;7-1-0;The Unbroken;"5' 5""";125 lbs.;"67""";Switch;Aug 21, 1995;2.95;53 %;2.52;57 %;0.0;0 %;71 %;2.6
Mark Eddiva;6-3-0;;"5' 8""";145 lbs.;"68""";Orthodox;Feb 16, 1986;3.37;45 %;2.98;54 %;1.45;22 %;63 %;0.0
Frankie Edgar;23-11-1;The Answer;"5' 6""";135 lbs.;"68""";Orthodox;Oct 16, 1981;3.77;40 %;2.82;65 %;2.29;31 %;65 %;0.3
Abdul-Kerim Edilov;17-4-0;;"6' 2""";205 lbs.;--;Orthodox;Nov 25, 1991;10.22;61 %;0.13;92 %;3.98;100 %;0 %;2.0
Johnny Eduardo;28-13-0;;"5' 7""";135 lbs.;"71""";Orthodox;Aug 03, 1978;2.95;39 %;3.22;63 %;0.22;20 %;58 %;0.4
Yves Edwards;42-22-1 (1 NC);;"5' 9""";155 lbs.;"73""";Southpaw;Sep 30, 1976;2.91;42 %;2.34;66 %;0.76;53 %;69 %;0.7
Justin Edwards;9-5-0;Fast Eddy;"5' 10""";155 lbs.;"70""";Orthodox;Jan 26, 1983;2.68;42 %;3.32;51 %;2.14;26 %;27 %;1.0
Leon Edwards;22-5-0 (1 NC);Rocky;"6' 2""";170 lbs.;"74""";Southpaw;Aug 25, 1991;2.62;54 %;2.42;53 %;1.18;36 %;63 %;0.4
Te Edwards;6-3-0;;"5' 8""";155 lbs.;"72""";Orthodox;Sep 11, 1990;1.5;41 %;4.15;44 %;0.72;100 %;44 %;0.0
Adli Edwards;4-1-0;;--;145 lbs.;--;;Aug 28, 1989;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Joselyne Edwards;16-6-0;La Pantera;"5' 8""";135 lbs.;"70""";Orthodox;Sep 29, 1995;4.73;53 %;3.28;50 %;1.29;38 %;61 %;0.5
Tom Egan;7-5-0;;"5' 11""";170 lbs.;--;Orthodox;--;0.0;0 %;3.91;50 %;0.0;0 %;28 %;0.0
Stephanie Egger;8-5-0;;"5' 6""";135 lbs.;"68""";Orthodox;Aug 12, 1988;2.2;46 %;2.48;52 %;2.48;42 %;50 %;0.6
Justin Eilers;19-7-1;The Hammer;"6' 1""";235 lbs.;--;Orthodox;Jun 28, 1978;2.86;43 %;5.66;49 %;0.82;25 %;50 %;0.0
Jon Olav Einemo;6-3-0;The Viking;"6' 6""";253 lbs.;--;Orthodox;Dec 10, 1975;2.15;52 %;3.05;52 %;1.73;55 %;43 %;0.0
Per Eklund;14-5-1;;"5' 10""";155 lbs.;"72""";Orthodox;Nov 12, 1980;2.07;61 %;2.38;67 %;2.07;11 %;50 %;3.6
John Elam;2-0-0;;--;--;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Evan Elder;10-2-0;The Phenom;"5' 10""";155 lbs.;"72""";Switch;Apr 11, 1997;5.66;50 %;4.94;57 %;0.48;15 %;40 %;0.5
Billy Elekana;8-2-0;Son of Susie;"6' 3""";205 lbs.;"77""";Southpaw;May 28, 1995;2.34;57 %;3.18;49 %;0.64;25 %;0 %;0.0
John Paul Elias;3-1-0;;"6' 4""";205 lbs.;--;;--;0.0;0 %;0.0;0 %;0.0;0 %;0 %;0.0
Joao Elias;17-4-1 (1 NC);Alicate;"5' 3""";125 lbs.;"64""";Southpaw;Jan 08, 1995;0.4;50 %;6.47;20 %;0.0;0 %;50 %;0.0
Saul Elizondo;6-8-0;;"5' 7""";135 lbs.;--;;Jul 17, 1985;2.07;30 %;4.93;48 %;2.0;100 %;66 %;1.0
Darren Elkins;29-12-0;The Damage;"5' 10""";145 lbs.;"71""";Orthodox;May 16, 1984;3.4;38 %;3.34;51 %;2.87;34 %;56 %;1.1
Jake Ellenberger;31-15-0;The Juggernaut;"5' 9""";170 lbs.;"71""";Orthodox;Mar 28, 1985;2.47;39 %;2.83;60 %;2.04;47 %;86 %;0.4
Joe Ellenberger;15-2-0;Excalibur;"5' 9""";155 lbs.;"72""";Orthodox;Mar 28, 1985;1.62;47 %;3.45;48 %;3.17;40 %;0 %;1.1
Tim Elliott;22-13-1;;"5' 7""";125 lbs.;"66""";Southpaw;Dec 24, 1986;3.37;44 %;2.65;57 %;3.71;47 %;59 %;1.1
Oban Elliott;12-3-0;The Welsh Gangster;"6' 0""";170 lbs.;"72""";Orthodox;Dec 19, 1997;3.5;48 %;2.24;60 %;1.7;44 %;55 %;0.0
Eddy Ellis;21-16-1 (1 NC);Fast;"5' 9""";170 lbs.;--;Orthodox;Jul 07, 1983;3.4;69 %;1.53;68 %;4.0;66 %;50 %;2.0
Lisa Ellis;15-11-0;;"5' 4""";115 lbs.;--;;Nov 15, 1982;1.68;48 %;2.32;57 %;4.19;63 %;50 %;0.6
Elisha Ellison;5-2-0;The Snack Panther;"6' 0""";238 lbs.;"78""";Orthodox;Mar 05, 1997;1.57;33 %;15.13;40 %;0.0;0 %;0 %;0.0
Anna Elmose;3-2-0;Panda;"5' 3""";115 lbs.;--;Orthodox;Oct 06, 1984;3.68;49 %;4.64;56 %;0.0;0 %;33 %;0.0
Cameron Else;10-6-0;Camchida;"5' 9""";135 lbs.;"71""";Switch;Apr 27, 1987;1.99;40 %;8.09;51 %;0.0;0 %;0 %;0.0
